Ref.Sig.R2	Ref.Sig.R4	Ref.Sig.R6a	Ref.Sig.R1	Ref.Sig.R7	Ref.Sig.R5	Ref.Sig.R6b	Ref.Sig.R8	Ref.Sig.R3	Ref.Sig.R9	Ref.Sig.R10	Ref.Sig.R11	Ref.Sig.R12	Ref.Sig.R13	Ref.Sig.R14	Ref.Sig.R15	Ref.Sig.R16	Ref.Sig.R17	Ref.Sig.R18	Ref.Sig.R19	Ref.Sig.R20	unassigned
5723_fuzzy_called_somatic	58.6718445021494	0	0	0	0	81.9077132013039	0	0	14.7745786234391	101.829618587445	0	0	0	0	0	0	0	0	0	0	0	6.81624508566267
5724_fuzzy_called_somatic	97.9285560905136	0	19.6029551239599	0	0	0	0	0	32.9344128279842	146.37396101945	0	0	0	0	0	0	0	0	29.5363081068694	0	19.7793324546012	30.8444743766215
5730_fuzzy_called_somatic	57.3613106213743	0	0	0	0	0	0	0	24.8779145289371	155.444706491665	0	0	0	0	0	0	0	0	0	0	0	47.316068358024
5750_fuzzy_called_somatic	64.6352495129882	0	0	0	0	0	0	0	16.7168598203324	152.503885584847	0	0	0	0	0	0	0	0	0	0	0	3.14400508183235
5763_fuzzy_called_somatic	44.2204007167632	0	0	0	0	0	0	0	29.1208452713566	142.658753592362	0	0	0	0	0	0	0	0	0	0	0	4.19518642047478e-07
5771_fuzzy_called_somatic	56.4814327191894	0	0	0	0	0	0	0	21.6128947701142	145.733026295832	0	0	0	0	0	0	0	0	40.6656732059977	0	0	16.5069730088666
5782_fuzzy_called_somatic	86.2352545244531	0	0	0	0	0	0	0	48.2821827693338	269.414213256504	0	0	0	0	0	0	0	0	0	0	0	30.0683494497093
5788_fuzzy_called_somatic	82.6872612373719	0	0	0	0	0	40.1693851156241	0	24.0855044894837	156.752197974414	0	32.8962016876277	0	0	0	46.3979436897267	0	0	0	0	0	37.0115058057515
5789_fuzzy_called_somatic	39.9352549595888	0	0	0	0	0	0	0	24.7953566760343	130.26938796973	0	0	0	0	0	0	0	0	0	0	0	3.94647145185445e-07
5799_fuzzy_called_somatic	94.2600672402399	0	0	0	0	0	84.8190179786997	0	23.387361682248	129.680330915199	0	0	0	0	0	0	0	0	0	0	0	40.853222183613
5802_fuzzy_called_somatic	112.247931054303	0	43.1832071069027	105.84518151556	0	0	0	0	70.6636041760518	138.160028887966	0	0	0	0	0	0	0	0	0	0	0	37.9000472592174
5870_fuzzy_called_somatic	111.781373036876	0	0	0	0	0	0	0	20.0177661435196	145.20086212871	0	0	0	0	0	0	0	0	0	0	0	-1.30910564166697e-06
5872_fuzzy_called_somatic	139.388705739502	0	0	0	0	0	0	0	0	155.84060455876	0	0	0	0	0	0	0	0	0	0	0	14.7706897017377
5874_fuzzy_called_somatic	46.2108085326262	0	0	0	0	0	0	0	12.9368262711688	135.428178233529	0	0	0	0	0	0	0	0	0	0	0	0.424186962676004
5930_fuzzy_called_somatic	45.5632809289952	0	0	0	16.3411526512493	87.0486301869139	0	0	0	108.760165153798	0	0	0	0	22.6900285690051	0	0	0	0	0	0	15.5967425100384
5932_fuzzy_called_somatic	57.6492477649639	0	0	0	0	0	0	0	20.9112699995933	130.396722057296	0	0	0	0	0	0	0	0	0	0	0	22.042760178147
5960_fuzzy_called_somatic	44.2945016031422	0	40.9450821993045	0	0	0	0	0	21.4166941649131	139.60337488414	0	0	0	0	0	0	0	0	0	25.4199573799021	25.5265308234452	31.7938589451532
5964_fuzzy_called_somatic	42.037037056615	0	0	0	0	0	0	0	20.1728824117853	136.300434377441	0	0	0	0	0	0	0	0	0	0	0	0.489646154158777
5965_fuzzy_called_somatic	85.1525171335931	0	0	0	0	0	0	0	24.749468222451	132.928531396802	0	0	0	0	0	0	0	0	0	0	0	5.16948324715378
5973_fuzzy_called_somatic	48.8751368610521	0	0	0	0	45.0562768564408	0	0	23.5125798841022	150.333887561095	0	0	0	0	0	0	70.0634963144128	0	30.5229679328593	0	0	17.6356545900379
5987_fuzzy_called_somatic	41.3915468475184	0	0	0	0	0	0	0	14.9050397495639	127.888562242154	0	0	0	0	0	0	0	0	0	0	0	4.81485116076402
6011_fuzzy_called_somatic	41.4569729049941	0	0	0	0	62.1302880572529	0	0	28.8683110573187	135.655866987798	0	0	0	0	0	0	0	0	0	0	0	26.8885609926363
6033_fuzzy_called_somatic	47.4776169239228	29.0500345912858	0	0	0	0	0	0	14.4415502278127	153.209618168863	0	0	0	0	0	0	0	0	0	0	0	9.82118008811557
6087_fuzzy_called_somatic	67.3172807075543	0	0	0	0	0	0	0	14.2477680318896	133.434951543021	0	0	0	0	0	0	0	0	0	0	0	-2.82464583278852e-07
6093_fuzzy_called_somatic	36.5580568683572	0	0	0	0	0	0	0	18.6682333864387	134.543515865563	0	0	0	0	0	0	0	0	0	0	0	2.23019387964098
6141_fuzzy_called_somatic	65.1809460985095	0	0	0	0	0	0	0	0	149.042537053523	0	0	0	0	0	0	0	0	0	0	0	5.77651684796732
6146_fuzzy_called_somatic	71.6412478053128	0	0	0	0	0	0	0	12.715241343516	145.22233359925	0	0	0	0	0	0	0	0	0	0	0	0.421177251921364
6147_fuzzy_called_somatic	87.4461862471926	0	0	0	0	0	0	0	23.0003617763564	130.886928221418	0	0	0	0	0	0	0	0	0	0	0	4.66652375503256
6177_fuzzy_called_somatic	60.0722711439783	0	0	0	0	0	0	0	17.6690471947077	137.950979076281	0	0	0	0	0	0	0	0	0	0	0	3.30770258503276
6186_fuzzy_called_somatic	138.287539245028	0	0	0	0	0	0	0	23.888768833222	146.742454797029	0	0	0	0	0	0	0	0	0	0	0	8.08123712472081
6215_fuzzy_called_somatic	59.221958495803	0	0	0	0	0	0	0	23.3993642873947	143.672598914372	0	0	0	0	0	0	0	0	0	0	0	7.70607830242986
6225_fuzzy_called_somatic	90.6346426630206	0	0	0	0	0	0	0	46.0742439450119	160.521523716127	0	0	0	0	0	0	0	0	0	0	0	6.7695896758409
6228_fuzzy_called_somatic	95.1656752799056	0	25.8722425539174	0	0	0	0	0	18.1047973971106	135.291174733882	0	0	0	0	0	0	0	0	0	39.6438858453838	0	42.9222241898008
6336_fuzzy_called_somatic	36.9291369120011	0	0	0	0	0	0	0	18.9252111564718	145.911875479663	0	0	0	0	0	0	0	0	0	0	0	3.233776451864
6365_fuzzy_called_somatic	47.2398656764437	0	0	0	0	0	0	0	12.4408506902213	132.14227603758	0	0	0	0	0	0	0	0	0	0	0	6.17700759575459
6370_fuzzy_called_somatic	44.0142652220138	0	0	0	0	0	0	0	26.729446257454	143.182426919299	0	0	0	0	0	0	0	0	0	0	0	3.07386160123363
6397_fuzzy_called_somatic	116.145237707381	0	0	0	0	0	0	0	32.028177723668	128.728969370401	0	0	0	0	0	0	0	0	0	0	0	7.09761519855044
6401_fuzzy_called_somatic	68.4916874744208	0	0	0	0	0	0	0	25.0870170506631	141.756562887055	0	0	0	0	0	0	0	0	0	0	0	2.66473258786093
6404_fuzzy_called_somatic	113.897008545594	0	0	0	0	0	0	0	17.4420219032941	125.814827706486	0	0	0	0	0	0	0	0	0	0	0	7.84614184462652
6407_fuzzy_called_somatic	73.0568267149718	0	0	0	0	0	0	0	23.3095436748666	133.427837625778	0	0	0	0	0	0	0	0	0	0	0	0.205791984383524
6433_fuzzy_called_somatic	83.187781031447	0	0	0	0	0	0	0	0	139.739932396722	0	0	0	0	0	0	0	0	0	0	0	18.0722865718306
6452_fuzzy_called_somatic	50.3000498122705	0	0	0	0	0	0	0	22.5329505903003	153.424766091235	0	0	0	0	0	0	0	0	0	0	0	6.74223350619394
6456_fuzzy_called_somatic	145.823727634481	0	0	118.803978836613	0	0	0	0	0	158.450194411282	0	0	0	0	0	0	0	0	0	0	0	31.9220991176234
6467_fuzzy_called_somatic	96.7603000084287	0	0	0	0	0	0	0	13.9021751923953	156.717223127689	0	0	0	0	0	0	0	0	0	0	0	5.62030167148669
6470_fuzzy_called_somatic	53.7067439742679	0	0	0	0	0	0	0	24.766893894788	149.454271733375	0	0	0	0	0	0	0	0	0	0	0	1.07209039756913
6472_fuzzy_called_somatic	56.5319116769606	0	0	0	0	0	0	0	22.0833756600062	195.059455728038	0	0	0	0	0	0	0	0	0	0	0	11.3252569349952
6480_fuzzy_called_somatic	103.646460274121	0	0	0	0	0	0	0	22.7936760352965	136.459084425232	0	0	0	0	0	0	0	0	0	0	0	2.10077926535121
6482_fuzzy_called_somatic	77.2356592937091	0	0	0	0	0	0	0	16.9831167109071	151.966121048897	0	0	0	0	0	0	0	0	0	0	0	4.815102946487
6487_fuzzy_called_somatic	56.4215499453928	0	0	0	0	17.2767204093863	0	0	19.9181813756981	143.695291139172	0	0	0	0	0	0	0	0	14.6882570240025	0	0	1.06348750250618e-07
6491_fuzzy_called_somatic	72.9896361771532	0	0	0	0	15.6755197107493	0	0	25.1331827992679	147.111801103914	0	0	0	0	0	0	0	0	0	0	0	14.089860208916
6519_fuzzy_called_somatic	28.179119360532	34.8008444577546	0	0	0	98.5304667186711	37.5223654592462	0	76.2490783044657	134.805594762293	0	0	0	0	0	0	0	0	0	0	0	30.9125309370376
6527_fuzzy_called_somatic	137.428257487376	366.425365543591	74.9879899511752	289.254150795953	0	0	0	0	0	158.639976938861	0	0	0	0	0	0	0	0	95.7258810993793	0	0	155.538378183665
6528_fuzzy_called_somatic	53.4359361874982	0	0	0	0	87.3250114833733	0	0	36.8522986850932	126.028738531321	0	0	0	0	0	0	0	0	0	0	0	19.3580151127139
6540_fuzzy_called_somatic	70.3746660163572	0	0	0	0	0	0	0	17.1302737589489	131.121597085083	0	0	0	0	0	0	0	0	0	0	0	0.373463139610436
6564_fuzzy_called_somatic	60.7028953341664	0	0	0	0	0	0	0	25.6574801800562	150.821980060481	0	0	0	0	0	0	0	0	0	0	0	25.8176444252966
6591_fuzzy_called_somatic	111.236173571522	0	29.8089451662379	0	0	0	0	0	19.6466239999	130.848361786348	0	44.6705488241364	0	0	0	0	0	0	0	0	0	21.7893466518561
6597_fuzzy_called_somatic	166.140872255472	164.526403186255	0	0	0	0	32.9960715892152	0	0	156.466329161329	0	0	0	0	0	0	0	0	0	0	0	47.8703238077283
6601_fuzzy_called_somatic	60.6449813039065	0	0	0	0	0	0	0	21.9339692075001	147.125904628321	0	0	0	0	0	0	0	0	0	0	0	1.2951448602727
6650_fuzzy_called_somatic	81.8599165438876	0	0	0	0	0	0	0	0	161.712671889885	0	0	0	0	0	0	0	0	0	0	0	7.42741156622782
6665_fuzzy_called_somatic	121.759223398943	0	0	0	0	0	69.9773443803862	0	0	150.661234135829	0	0	0	0	0	0	0	0	0	0	34.0530295493935	17.5491685354491
6668_fuzzy_called_somatic	39.7144914649917	0	0	0	0	0	0	0	27.9657011260663	139.289190395327	0	0	0	0	0	0	0	0	0	0	0	2.03061701361489
6669_fuzzy_called_somatic	47.5947940032405	0	0	0	0	0	0	0	21.3549379954493	144.397447607133	0	0	0	0	0	0	0	0	0	0	0	2.65282039417716
6717_fuzzy_called_somatic	38.871977705701	0	0	0	0	0	0	0	12.2568849613803	156.332883023653	0	0	0	0	0	0	0	0	0	0	0	4.53825430926562
6718_fuzzy_called_somatic	52.3293596238888	0	0	0	0	0	0	0	12.2165754589752	133.020873088811	0	0	0	0	0	0	0	0	0	0	0	2.43319182832533
6742_fuzzy_called_somatic	74.831369379524	0	0	13.3241999815138	0	0	0	0	19.8989851960767	146.189040867124	0	0	0	0	0	0	0	0	0	0	0	1.75640457576117
6775_fuzzy_called_somatic	84.6802743624367	0	0	0	0	0	0	0	15.8315172959164	133.928376240572	0	0	0	0	0	0	0	0	0	0	0	3.55983210107445
6780_fuzzy_called_somatic	85.7866391367367	0	0	0	0	0	0	0	25.4872629363837	152.726098477315	0	0	0	0	0	0	0	0	0	0	0	-5.50435629520507e-07
6781_fuzzy_called_somatic	50.2711227449003	0	0	0	0	0	0	0	25.372556506607	156.53567905724	0	0	0	0	0	0	0	0	0	0	0	3.82064169125323
6814_fuzzy_called_somatic	0	0	0	41.3664942037809	35.6744062504998	0	0	0	341.416820034699	165.928215354069	0	0	0	0	0	0	0	0	0	0	0	35.6140641569514
6815_fuzzy_called_somatic	97.9473739292682	0	20.9825342022582	0	0	0	0	0	27.0813903125507	186.532699767242	0	0	0	0	0	0	0	0	0	0	0	58.4560017886812
6822_fuzzy_called_somatic	75.146735674017	0	0	48.9096972167694	181.874698696935	266.701765138912	0	0	0	70.9235861196	0	0	0	0	0	0	0	0	0	0	0	46.443517153767
6840_fuzzy_called_somatic	87.729461378084	0	0	0	0	0	0	0	30.5028029380607	150.330112353822	0	33.7123606729697	0	0	0	0	0	0	0	0	0	36.7252626570634
6843_fuzzy_called_somatic	67.1367757479441	0	0	0	0	50.9777628344519	0	0	27.4894434255273	130.01670065265	0	0	0	0	0	0	0	0	0	0	18.8212694537762	31.5580478856502
6847_fuzzy_called_somatic	169.583231723702	18.7057153805022	0	0	0	0	0	0	18.8161880019172	133.616957853969	0	0	0	0	0	0	0	0	0	0	0	32.2779070399101
6869_fuzzy_called_somatic	54.4869197998049	0	0	0	0	22.3475491944819	0	0	41.0258213187762	168.050817583597	0	0	0	0	0	0	0	0	0	0	0	8.08889210334024
6872_fuzzy_called_somatic	23.7226348075165	0	0	0	0	123.163171342691	25.4512663226172	0	57.1454574265808	105.110883421712	0	0	0	0	0	0	0	0	79.3616615741315	0	0	38.0449251047508
6873_fuzzy_called_somatic	78.8264069548765	0	0	0	0	0	0	15.3833365856343	0	176.041510123325	0	0	0	0	0	0	0	0	0	0	0	30.7487463361638
6875_fuzzy_called_somatic	87.5809841240274	0	0	0	0	0	0	0	24.484133846343	139.73331895891	0	0	0	0	0	0	0	0	0	0	19.4393228168347	28.7622402538847
6917_fuzzy_called_somatic	46.4964590407809	0	0	0	0	50.2546307536037	0	0	13.4314534398101	116.250075105902	0	0	0	0	0	0	0	0	0	0	0	3.56738165990288
6956_fuzzy_called_somatic	80.6149474522075	0	0	0	0	62.8334369366914	0	0	20.4495038040837	170.2186934193	0	0	0	0	0	0	0	0	0	0	0	8.88341838771726
6961_fuzzy_called_somatic	46.9701555270311	0	0	0	0	0	0	0	27.0503425473057	171.749970135596	0	0	0	0	0	0	0	0	0	0	0	16.2295317900671
6964_fuzzy_called_somatic	41.5392106303585	0	0	0	0	42.0067991925606	0	0	19.2282346683567	113.406219116785	0	0	0	0	0	0	0	0	0	0	0	17.8195363919387
6972_fuzzy_called_somatic	85.2126254907576	0	0	48.3407304339164	0	0	0	0	0	148.74684194565	0	0	0	0	17.5959231560559	0	0	0	0	0	0	15.1038789736206
6982_fuzzy_called_somatic	82.1143480958143	0	0	0	0	0	36.3466352322238	0	33.1186243004367	143.906243393246	0	0	0	0	23.0166407506123	0	0	0	0	0	0	34.4975082276667
6984_fuzzy_called_somatic	52.0415740090874	0	0	0	0	0	0	0	19.1782683120667	137.0068649971	0	0	0	0	0	0	0	0	0	0	0	15.7732926817464
6986_fuzzy_called_somatic	35.9860208342412	0	0	0	0	0	0	0	24.3018841823437	130.272556737221	0	0	0	0	0	0	0	0	0	0	0	8.43953824619416
6989_fuzzy_called_somatic	62.6345117923691	0	0	0	0	0	0	0	35.7285229629219	168.978059787037	0	0	0	0	0	0	0	0	0	0	0	26.658905457672
6994_fuzzy_called_somatic	66.0598017329246	0	0	0	0	52.3180689927683	0	21.3229695435038	21.5120451610494	139.077066278018	0	0	0	0	0	0	0	0	0	0	0	24.7100482917357
7009_fuzzy_called_somatic	45.6569924440557	0	0	0	0	0	0	0	19.9067910146866	137.43621621654	0	0	0	0	0	0	0	0	0	0	0	3.24717575495015e-07
7013_fuzzy_called_somatic	111.27422951732	0	0	0	0	0	0	0	0	129.764868258521	0	0	0	0	0	0	0	0	0	0	14.7723741710885	14.1885280530715
7030_fuzzy_called_somatic	49.1636812395424	0	0	0	0	0	0	0	21.9122571905612	139.024728647806	0	0	0	0	0	0	0	0	0	0	0	2.89933292209042
7075_fuzzy_called_somatic	93.6820922415927	0	0	0	0	0	0	0	0	135.089214450119	0	0	0	0	0	0	0	0	0	0	0	18.2286933082886
7079_fuzzy_called_somatic	43.2328518249537	0	0	0	0	0	0	0	15.2736254537612	140.493120836824	0	0	0	0	0	0	0	0	0	0	0	3.00040188446101
7086_fuzzy_called_somatic	93.2534718769198	0	0	0	29.4248361218458	58.2071352409084	0	0	46.450106977579	179.596590373178	0	0	0	0	0	0	0	0	0	0	0	55.0678594095689
7090_fuzzy_called_somatic	26.4972284195177	0	0	0	0	162.80517194604	0	0	0	91.5877091282301	0	0	0	0	0	0	0	0	0	0	0	28.1098905062121
7100_fuzzy_called_somatic	75.4916171405609	0	0	0	0	0	0	0	28.5695791245871	145.256232677628	0	0	0	0	0	0	0	0	0	0	0	6.68257105722395
7136_fuzzy_called_somatic	151.095897481401	0	0	0	0	99.6293694753545	0	0	23.4742181480028	180.800516834792	0	0	0	0	0	0	0	0	0	0	0	-1.93955054328399e-06
7139_fuzzy_called_somatic	74.1680635264911	0	0	0	0	0	0	27.9240060230116	24.8841550690958	139.944272249891	0	0	0	0	0	0	0	0	0	0	0	8.07950313151059
7143_fuzzy_called_somatic	257.850149167399	0	0	0	0	0	0	0	58.8288585626575	132.378830118739	0	0	0	0	0	0	0	0	0	0	0	15.9421621512045
7146_fuzzy_called_somatic	472.669312188351	0	0	0	0	0	58.6146410234556	0	0	174.380567350553	0	0	0	0	0	0	0	0	0	0	0	97.3354794376413
7156_fuzzy_called_somatic	148.302088108758	0	0	0	0	0	0	0	26.3534811253928	119.344433308914	0	0	0	0	0	0	0	0	0	0	0	-2.54306536362492e-06
7158_fuzzy_called_somatic	44.1702732416698	0	0	0	0	0	0	0	22.1300877963853	143.285841032749	0	0	0	0	0	0	0	0	0	0	0	8.41379792919611
7169_fuzzy_called_somatic	64.1661735237626	0	0	0	0	0	0	0	22.2685562381346	133.171325085055	0	0	0	0	0	0	0	0	0	0	0	7.39394515304824
7180_fuzzy_called_somatic	75.2498583147463	0	0	0	0	0	0	0	24.3934991405182	147.892784002522	0	0	0	0	0	0	0	0	0	0	0	14.463858542214
7233_fuzzy_called_somatic	53.8126790002554	0	0	0	0	0	0	0	23.5289101149174	126.658410890712	0	0	0	0	0	0	0	0	0	0	0	-5.88499915465945e-09
7255_fuzzy_called_somatic	111.425215444564	0	0	0	0	47.4293383005358	0	0	0	160.955519404735	0	0	0	0	0	0	0	0	0	0	0	24.1899268501656
7264_fuzzy_called_somatic	52.257552720928	0	0	0	0	0	0	0	20.1557535962779	129.44987689676	0	0	0	0	0	0	0	0	0	0	0	3.13681678603382
7281_fuzzy_called_somatic	49.39310683371	0	0	0	0	0	0	0	17.1716189211067	141.753011457356	0	0	0	0	0	0	0	0	0	0	0	2.68226278782774
7301_fuzzy_called_somatic	35.1268652170447	0	0	0	0	0	0	0	14.0022884027378	150.246314137474	0	0	0	0	0	0	0	0	0	0	0	4.62453224274304
7304_fuzzy_called_somatic	125.744795221171	0	0	0	0	0	0	0	0	132.128604883819	0	0	0	0	0	0	0	0	0	0	0	42.1265998950094
7382_fuzzy_called_somatic	55.9057167938445	0	0	0	0	0	0	0	34.1821387027771	143.076946209992	0	0	0	0	0	0	0	0	0	0	0	0.835198293386298
7385_fuzzy_called_somatic	31.3265259851968	0	0	0	0	0	0	0	24.717392343872	152.228769888227	0	0	0	0	0	0	0	0	0	0	0	6.72731178270462
7391_fuzzy_called_somatic	50.3511959502858	0	0	0	0	0	0	0	21.6485500245898	133.876952727251	0	0	0	0	0	0	0	0	0	0	0	2.12330129787335
7404_fuzzy_called_somatic	58.4767818633256	0	0	0	0	0	0	0	28.2610013936074	152.646719567662	0	0	0	0	0	0	0	0	0	0	0	10.6154971754049
7416_fuzzy_called_somatic	49.8832859139601	0	0	0	0	0	0	0	28.1984462949101	153.434544558456	0	0	0	0	0	0	0	19.5908517407659	0	0	0	18.8928714919076
7432_fuzzy_called_somatic	33.5239819638036	0	0	0	0	0	0	0	25.1780172753909	159.245987310463	0	0	0	0	0	0	0	0	0	0	0	4.05201345034246
7486_fuzzy_called_somatic	45.998889686468	0	0	0	0	0	0	0	22.6740831651192	152.625813821276	0	0	0	0	0	0	0	0	0	0	0	8.7012133271368
7487_fuzzy_called_somatic	41.5756166472775	0	0	0	0	0	0	0	18.7283775541815	117.717448219709	0	0	0	0	0	0	0	0	0	0	0	5.97855757883161
7522_fuzzy_called_somatic	60.092276685786	0	0	0	0	0	0	0	24.238528865668	143.08223995681	0	0	0	0	0	0	0	0	0	0	0	2.58695449173598
7545_fuzzy_called_somatic	76.9769270696866	0	0	0	0	0	0	16.4036301241127	17.9643495809014	161.509261645374	0	0	0	0	0	0	0	0	0	0	0	19.1458315799254
7582_fuzzy_called_somatic	106.912584241195	0	0	0	0	0	0	0	33.2121890839658	142.521392375953	0	0	0	0	0	0	0	0	0	0	0	6.35383429888583
7602_fuzzy_called_somatic	49.948524460072	0	0	0	0	0	0	0	13.881284453994	133.43357040734	0	0	0	0	0	0	0	0	0	0	0	2.73662067859374
7643_fuzzy_called_somatic	109.047487244375	0	0	0	0	0	0	0	14.4707114169483	146.163911186696	0	0	0	0	0	0	0	0	0	0	0	5.31789015198069
7675_fuzzy_called_somatic	94.0557636961301	0	0	0	0	0	0	0	20.3756597768691	129.447036737085	0	0	0	0	0	0	0	0	0	0	0	7.12153978991623
7689_fuzzy_called_somatic	49.3654702843992	0	0	0	0	0	0	0	27.585456512452	129.52797523795	0	0	0	0	0	0	0	0	0	0	0	2.52109796519841
7695_fuzzy_called_somatic	36.9835240546379	0	0	0	0	0	0	0	13.6978609852403	145.318614323185	0	0	0	0	0	0	0	0	0	0	0	6.36936874798266e-07
7722_fuzzy_called_somatic	45.9269670871075	0	0	0	0	0	0	0	22.7896645088987	157.119016309967	0	0	0	0	0	0	0	0	0	0	0	9.1643520940271
7737_fuzzy_called_somatic	64.5548938732742	0	0	0	0	0	0	0	26.4835362994098	165.365196408044	0	22.221836473892	0	0	0	26.3745357824342	0	0	0	0	0	1.16294540930539e-06
7740_fuzzy_called_somatic	53.8296726536702	0	0	0	0	0	0	14.4381441947849	15.6193204013278	125.493344719439	0	0	0	0	0	0	0	0	0	0	0	0.619518030778437
7744_fuzzy_called_somatic	118.940691957837	39.2003723682326	0	0	0	0	0	89.1511444013633	25.3355054090738	144.229852458118	0	0	0	0	0	0	0	0	0	0	0	1.14243340537513
7753_fuzzy_called_somatic	72.7879991227574	0	0	17.806115907307	0	48.1435869583327	0	0	29.7780336264353	167.139312721599	0	0	0	0	0	0	0	0	0	0	0	19.3449516635682
7755_fuzzy_called_somatic	121.611566458468	0	0	0	0	24.9127847953496	0	0	41.2587647421968	133.058877202339	0	0	0	0	0	0	0	0	0	0	0	19.1580068016464
7767_fuzzy_called_somatic	77.4587426452514	0	0	0	0	0	0	0	25.0730325213265	155.971513136795	0	0	0	0	0	0	0	0	0	0	0	16.4967116966269
7791_fuzzy_called_somatic	66.4193663711007	0	0	0	0	0	0	0	13.917040185632	128.681869758338	0	13.7335432460076	0	0	0	0	0	0	0	0	0	8.24818043892154
7806_fuzzy_called_somatic	92.9290008976297	0	0	0	0	0	0	0	25.0809129032414	159.619897889726	0	0	0	0	0	0	0	0	0	0	0	6.37018830940337
7812_fuzzy_called_somatic	62.0150301470817	0	0	0	0	0	0	0	31.1019900649624	163.914125017301	0	0	0	0	0	0	0	0	0	0	0	11.9688547706552
7943_fuzzy_called_somatic	78.3524292848125	0	0	48.4375344169713	0	0	0	0	31.0889166432082	154.986676211266	0	0	0	0	26.6367269433323	0	0	0	22.3782382752577	0	0	13.1194782251524
7998_fuzzy_called_somatic	57.8746434595337	0	0	0	12.6173049024643	0	16.115914738979	0	24.4936490464589	131.855953477986	0	0	0	0	0	0	0	0	0	0	0	7.04253437457814
8022_fuzzy_called_somatic	116.387397942356	0	0	0	0	0	0	21.0842967337943	16.9293586892743	158.042080772852	0	0	0	0	0	0	0	0	0	0	0	23.5568658617238
8041_fuzzy_called_somatic	60.2056987140225	0	0	0	0	14.6054404852894	0	0	22.248677579812	151.489073962968	0	0	0	0	0	0	0	0	0	0	0	0.451109257907945
8042_fuzzy_called_somatic	117.163061807715	45.1118304244552	20.7926796097009	0	0	0	0	0	22.8198415542801	162.466790365854	0	0	0	0	0	0	0	0	0	0	0	18.6457962379952
8043_fuzzy_called_somatic	100.590950054054	0	0	0	0	0	16.5691486070796	0	0	146.532232865778	0	0	0	0	0	0	0	0	0	0	19.6651176134569	23.6425508596313
8046_fuzzy_called_somatic	54.7941779073501	0	0	0	0	0	0	0	25.0268484136713	146.990707784161	0	0	0	0	0	0	0	0	0	0	0	1.18826589481725
8047_fuzzy_called_somatic	83.3124140635078	0	0	0	0	0	0	0	0	154.596121250391	0	0	0	0	0	0	0	0	0	0	0	21.091464686101
8052_fuzzy_called_somatic	129.068119928486	0	0	0	0	0	0	0	31.0265331859528	152.807557632502	0	0	0	0	0	0	0	0	0	0	0	11.0977892530598
8061_fuzzy_called_somatic	70.3516359867891	0	0	0	0	0	0	0	26.2178577104887	148.049429355899	0	0	0	0	0	0	0	0	0	0	0	1.38107694682344
8062_fuzzy_called_somatic	60.0578662228642	0	0	0	0	0	0	0	0	143.161551486633	0	0	0	0	0	0	0	0	0	0	0	9.78058229050274
8064_fuzzy_called_somatic	65.2702250113227	0	0	0	0	0	0	0	21.026518212129	152.193698393317	0	0	0	0	18.3344099670999	0	0	0	0	0	0	21.1751484161316
8104_fuzzy_called_somatic	141.756191980572	0	0	0	0	0	0	0	0	123.349673003541	0	0	0	0	0	0	0	0	0	0	0	38.8941350158866
8171_fuzzy_called_somatic	65.3410807398152	0	322.132573568539	0	0	0	0	0	0	126.869053366548	0	0	0	0	0	0	0	0	0	0	0	21.6572923250978
8182_fuzzy_called_somatic	69.4404800579318	0	0	0	0	0	0	0	21.0735504464822	138.384191451949	0	0	0	0	0	0	0	0	0	0	0	9.1017780436369
8245_fuzzy_called_somatic	68.0735626785395	0	0	44.4257005493087	0	0	0	0	60.2559243486425	138.482569011993	0	0	0	0	0	0	0	0	0	0	0	17.7622434115163
8250_fuzzy_called_somatic	183.610372044983	0	35.7386490913765	0	0	0	0	0	0	174.126597524154	0	47.1219782410427	0	0	0	0	0	0	0	0	0	49.4024030984435
8258_fuzzy_called_somatic	74.3453489894845	0	0	0	0	0	0	0	24.0896186920323	140.96390238677	0	0	0	0	0	0	0	0	0	0	0	7.60112993171333
8277_fuzzy_called_somatic	66.3411080843167	0	0	25.1840320983745	0	113.344480198061	0	0	56.529450449784	116.94059584093	0	0	0	0	0	0	0	0	0	0	0	24.6603333285346
8299_fuzzy_called_somatic	64.337700194188	0	0	0	0	0	0	0	28.4700602970993	142.071833032638	0	0	0	0	0	0	0	0	0	0	0	6.12040647607517
8323_fuzzy_called_somatic	50.9418952913098	0	0	0	0	0	0	0	17.3584490870941	139.725810563298	0	0	0	0	0	0	0	0	0	0	0	9.97384505829783
8325_fuzzy_called_somatic	36.1791512066431	0	0	0	0	0	0	0	13.5807961745011	124.287384398071	0	0	0	0	0	0	0	0	0	0	0	0.952668220784346
8326_fuzzy_called_somatic	41.6612461770027	0	0	0	0	0	0	0	12.7263891129544	138.612364268499	0	0	0	0	0	0	0	0	0	0	0	4.41543647866638e-07
8327_fuzzy_called_somatic	52.0947899045599	0	0	0	0	0	0	0	14.5222454648815	147.046009048361	0	0	0	0	0	0	0	0	0	0	0	1.33695558219796
8328_fuzzy_called_somatic	23.3406406917153	0	0	0	0	24.2215070239786	0	0	18.5666691515571	128.673014900377	0	0	0	0	0	0	0	0	0	0	0	7.19816823237178
8330_fuzzy_called_somatic	63.130051688939	0	0	0	0	0	0	0	14.7883898356468	157.501920004988	0	0	0	0	0	0	0	0	0	0	0	0.579638470426573
