Ref.Sig.R2	Ref.Sig.R4	Ref.Sig.R6a	Ref.Sig.R1	Ref.Sig.R7	Ref.Sig.R5	Ref.Sig.R6b	Ref.Sig.R8	Ref.Sig.R3	Ref.Sig.R9	Ref.Sig.R10	Ref.Sig.R11	Ref.Sig.R12	Ref.Sig.R13	Ref.Sig.R14	Ref.Sig.R15	Ref.Sig.R16	Ref.Sig.R17	Ref.Sig.R18	Ref.Sig.R19	Ref.Sig.R20	unassigned
2998_fuzzy_called_somatic	32.6164551878019	0	0	0	0	0	0	0	30.3587748619009	146.452011897547	0	0	0	0	0	0	0	0	0	0	0	8.57275805274998
2999_fuzzy_called_somatic	20.7072399583104	0	0	0	0	0	0	0	24.2609255576663	122.721428657897	0	0	0	0	0	0	0	0	0	0	0	2.31040582612621
3000_fuzzy_called_somatic	32.521807450731	0	0	0	0	0	0	0	12.2232311434079	128.971528222325	0	0	0	0	0	0	0	0	0	0	0	6.28343318353592
3001_fuzzy_called_somatic	24.2921506989274	0	0	0	0	0	0	0	18.3100319797596	109.923976889241	0	0	0	0	0	0	0	0	0	0	0	8.47384043207194
3002_fuzzy_called_somatic	43.4862920706102	0	0	0	0	0	0	0	19.1468897814876	125.5532957611	0	0	0	0	0	0	0	0	0	0	0	4.81352238680245
3005_fuzzy_called_somatic	34.0601155355492	0	0	0	0	0	0	38.0784654712928	16.8491540807674	139.79295837572	0	0	0	0	0	0	0	0	0	0	0	7.21930653667084
3006_fuzzy_called_somatic	32.1619267878864	0	0	0	0	0	0	0	22.5077356512018	133.524928288666	0	0	0	0	0	0	0	0	0	0	0	9.80540927224573
3007_fuzzy_called_somatic	30.7863476236013	0	0	0	0	0	0	0	17.473231138293	134.597837440067	0	0	0	0	0	0	0	0	0	0	0	8.14258379803834
3008_fuzzy_called_somatic	10.0406400697475	0	0	0	0	0	0	10.5593930458502	17.7895754816298	124.507510253555	0	0	0	0	0	0	0	0	0	0	0	2.10288114921727
3009_fuzzy_called_somatic	14.5647126919142	0	0	0	0	0	0	0	19.1408953048921	120.488591657406	0	0	0	0	0	0	0	0	0	0	0	6.80580034578722
3011_fuzzy_called_somatic	27.4247827402579	0	0	0	0	0	0	8.95269667765139	12.5879858698607	115.817264461983	0	0	0	0	0	0	0	0	0	0	0	0.217270250246997
3012_fuzzy_called_somatic	27.1894845795074	0	0	0	0	0	0	0	19.9027460365653	127.706167716953	0	0	0	0	0	0	0	0	0	0	0	7.20160166697434
3308_fuzzy_called_somatic	52.7331264793814	0	0	0	0	0	0	0	10.4343452477509	130.768462477285	0	0	0	0	0	0	0	0	0	0	0	8.06406579558254
3324_fuzzy_called_somatic	26.4000014294212	0	0	0	0	0	0	0	22.3124256166946	137.28763893177	0	0	0	0	0	0	0	0	0	0	0	3.99993402211422
3363_fuzzy_called_somatic	75.3863624925705	0	19.1570718417752	0	0	0	0	0	19.1737700468651	131.981159220866	0	0	0	0	0	0	0	0	0	0	0	17.301636397923
3370_fuzzy_called_somatic	68.9498967389515	0	0	0	0	0	0	0	11.7447668995802	151.729755904433	0	0	0	0	0	0	0	0	0	0	0	0.575580457035699
3372_fuzzy_called_somatic	61.5101873196496	0	0	0	0	0	0	0	24.0249802608536	134.988028569381	0	0	0	0	0	0	0	0	0	0	0	2.47680385011557
3387_fuzzy_called_somatic	53.6271224884632	0	0	0	0	0	0	0	23.4701051515572	142.902772182355	0	0	0	0	0	0	0	0	0	0	0	1.77625054220698e-07
3394_fuzzy_called_somatic	86.6443685883583	0	0	0	0	0	22.7916730050378	0	25.5624792443202	145.380245584577	0	0	0	0	0	0	26.9404758900908	0	0	0	0	15.6807576876162
3408_fuzzy_called_somatic	65.7315331284096	0	29.8491920460024	0	0	0	0	0	24.8890641478148	153.516809547867	0	0	0	0	0	0	0	0	0	0	0	16.0134011299062
3415_fuzzy_called_somatic	0	0	0	0	0	198.597086825422	0	0	193.929656243169	74.7561159975003	0	0	0	0	0	0	0	0	0	0	0	33.7171409339085
3428_fuzzy_called_somatic	64.6217211463573	0	0	0	0	0	0	0	15.4606812482842	139.100758599219	0	0	0	0	0	0	0	0	0	0	0	7.8168390061399
3454_fuzzy_called_somatic	32.7953687322452	0	0	0	0	0	0	0	14.7208961173446	144.526275058219	0	0	0	0	0	0	0	0	0	0	0	0.957460092190814
3455_fuzzy_called_somatic	40.3668896808391	0	0	0	0	0	0	0	0	141.863916618037	0	0	0	0	0	0	0	0	0	0	0	8.76919370112418
3466_fuzzy_called_somatic	69.7458198623599	0	0	20.6640897536094	61.33341870328	0	0	0	0	134.913262289842	0	0	0	0	0	0	0	0	0	0	0	11.343409390909
3467_fuzzy_called_somatic	45.9276744266088	0	0	0	0	0	0	0	12.6429869629307	120.611050429369	0	0	0	0	0	0	0	0	0	0	0	1.81828818109142
3468_fuzzy_called_somatic	35.5292227135771	0	0	0	0	0	0	0	0	128.004204717283	0	0	0	0	0	0	0	0	0	0	0	10.4665725691395
3472_fuzzy_called_somatic	54.2942856184842	0	0	0	0	0	0	0	25.2520175814426	137.453696699699	0	0	0	0	0	0	0	0	0	0	0	1.00374705880313e-07
3473_fuzzy_called_somatic	56.3191243831557	0	0	0	0	0	0	0	15.9605937656123	127.247081012751	0	0	0	0	0	0	0	0	0	0	0	2.47320083848086
3514_fuzzy_called_somatic	30.19246673793	0	0	0	0	0	0	0	18.6971999952622	137.860789381482	0	0	0	0	0	0	0	0	0	0	0	1.24954388532586
3516_fuzzy_called_somatic	46.2958206546141	0	0	0	0	0	0	0	26.4760465784892	148.342331231126	0	0	0	0	0	0	0	0	0	0	0	5.88580153577075
3529_fuzzy_called_somatic	71.9946475383872	27.4081475607279	0	0	73.044341998915	0	0	0	33.580453073428	132.967411874082	0	0	0	0	0	0	0	0	0	0	0	1.00499795445967
3555_fuzzy_called_somatic	43.146883461644	0	0	0	0	0	0	0	20.1206000113748	151.217079328621	0	0	0	0	0	0	0	0	0	0	0	1.51543719836033
3574_fuzzy_called_somatic	40.6054733075516	0	0	0	0	0	0	0	16.8878832917636	116.097429697012	0	0	0	0	0	0	0	0	0	0	0	5.40921370367298
3582_fuzzy_called_somatic	36.627740511756	0	0	0	20.161137506565	0	0	0	24.3178029407557	127.21438249289	0	0	0	0	0	0	0	0	0	0	0	11.6789365480328
3664_fuzzy_called_somatic	42.97665708932	0	0	0	0	0	0	0	53.3865885212064	180.911138348105	0	0	0	0	0	0	0	0	0	0	0	4.72561604136831
3666_fuzzy_called_somatic	54.3672064856254	0	0	0	0	80.1834372865367	0	0	0	115.244933010983	0	0	0	0	0	0	0	0	0	0	0	19.2044232168549
3685_fuzzy_called_somatic	38.1587437737346	0	0	0	0	0	0	0	17.1328102662224	130.410069485893	0	23.6522308932907	0	20.9480068878194	0	0	0	0	0	0	0	24.6981386930397
3727_fuzzy_called_somatic	41.2600266591779	0	0	0	0	0	0	0	23.5860125234934	135.056895767277	0	0	0	0	0	0	0	0	0	0	0	3.09706505005181
3771_fuzzy_called_somatic	88.1834152669609	0	0	26.674411641983	0	0	0	0	32.7005380239741	207.802001764146	0	0	0	0	0	0	0	0	0	0	0	10.639633302936
3772_fuzzy_called_somatic	41.6108854002172	0	0	0	0	0	0	0	13.6085716443579	145.102142706825	0	0	0	0	0	0	0	0	0	0	0	3.6784002485997
3807_fuzzy_called_somatic	65.1619110375908	0	0	0	0	120.001919665016	0	0	0	80.6490538257831	0	0	0	0	0	0	0	0	0	0	0	71.1871154716105
3809_fuzzy_called_somatic	76.5601746332548	0	0	0	0	0	0	0	12.3538115760659	137.794374340627	0	0	0	0	0	0	0	0	0	0	0	2.29163945005197
3810_fuzzy_called_somatic	70.4136741047919	0	0	0	0	39.6985412959632	0	0	16.2931726191242	121.361586710955	0	0	0	0	0	0	0	0	0	0	0	6.23302526916581
3885_fuzzy_called_somatic	46.0127563035388	0	0	0	0	0	0	0	13.1761442476127	134.342693382323	0	0	0	0	0	0	0	0	0	0	0	7.46840606652574
3890_fuzzy_called_somatic	49.482194985067	0	0	0	0	75.7956591294402	0	0	14.0181793577171	118.066023721055	0	0	0	0	0	0	0	0	0	0	0	17.6379428067208
3896_fuzzy_called_somatic	65.88102204776	0	0	0	0	0	0	0	0	145.353478571596	0	0	0	0	0	0	0	0	0	0	0	28.765499380644
3901_fuzzy_called_somatic	58.7480422533105	0	0	0	0	0	0	0	20.1409870799376	145.11097059798	0	0	0	0	0	0	0	0	0	0	0	6.87716976699448e-08
3913_fuzzy_called_somatic	84.3847804373993	0	0	0	0	0	0	0	17.9175575556432	145.165955592733	0	0	0	0	0	0	0	0	0	0	0	6.53170641422412
3917_fuzzy_called_somatic	146.18839369122	0	0	0	0	0	0	0	0	144.920281778237	0	0	0	0	0	0	0	0	0	0	0	20.8913245305425
3918_fuzzy_called_somatic	108.634151045126	0	0	0	0	0	0	0	12.8001953614858	121.565655080636	0	0	0	0	0	0	0	0	0	0	0	-1.48724771520392e-06
3920_fuzzy_called_somatic	153.465047788147	0	0	0	0	0	0	0	34.6540530965231	145.736529280812	0	0	0	0	0	0	0	0	0	0	0	16.1443698345172
3924_fuzzy_called_somatic	67.4353853770512	0	0	0	0	0	0	0	23.6774563633044	141.887158452206	0	0	0	0	0	0	0	0	0	0	0	-1.92561117273726e-07
3925_fuzzy_called_somatic	42.233464801786	0	0	0	0	0	0	0	0	132.388216689878	0	0	0	0	0	0	0	0	0	0	0	7.37831850833567
3926_fuzzy_called_somatic	40.1676902054111	0	0	0	0	0	0	0	13.6110767164979	129.145031159812	0	0	0	0	0	0	0	0	0	0	0	3.07620191827851
3956_fuzzy_called_somatic	58.4809805262233	0	0	0	0	30.1682691559867	0	0	13.8873278242997	114.150469190046	0	0	0	0	0	0	0	0	0	0	0	2.31295330344466
3977_fuzzy_called_somatic	56.5755315318316	0	0	0	0	0	0	0	31.9800537587431	150.685268079035	0	0	0	0	0	0	0	0	0	0	0	2.75914663039083
3994_fuzzy_called_somatic	28.1162181561324	0	0	0	0	9.64487544328913	0	0	16.0059572617367	126.4560782942	0	0	0	0	0	0	0	0	0	0	0	4.77687084464202
4007_fuzzy_called_somatic	90.4659123233851	0	0	0	41.4740000393266	0	0	0	25.9013256721435	134.252856546356	0	0	0	0	0	0	0	0	0	0	0	1.90590541878879
4008_fuzzy_called_somatic	54.6875502661715	0	0	0	0	45.7619130031685	0	0	14.7200253140732	125.398110172938	0	0	0	0	0	0	0	0	0	0	0	6.43240124364829
4015_fuzzy_called_somatic	65.9736188589217	0	27.7273782416067	0	0	0	0	0	0	128.338234842233	0	75.4073747193618	0	0	0	0	0	0	0	0	0	24.5533933378769
4076_fuzzy_called_somatic	143.894349891639	0	0	0	0	0	0	0	23.2553794479551	157.493726965351	0	0	0	0	0	0	0	0	0	0	0	19.3565436950554
4077_fuzzy_called_somatic	54.8767167555199	0	0	0	0	38.1948210761904	0	0	15.312322630833	146.490486517983	0	0	0	0	0	0	0	0	0	0	0	13.1256530194742
4099_fuzzy_called_somatic	25.7785797846753	0	0	0	0	0	0	0	14.6693145113221	129.648273514717	0	0	0	0	0	0	0	0	0	0	0	3.90383218928511
4101_fuzzy_called_somatic	61.1861478460351	0	0	0	0	0	0	0	11.4670662900879	135.310788400893	0	0	0	0	0	0	0	0	12.6641407121982	0	0	1.37185675078533
4102_fuzzy_called_somatic	51.6304197148409	0	0	0	0	0	0	0	22.0855463150814	143.067756045347	0	0	0	0	0	0	0	0	0	0	0	5.21627792473024
4103_fuzzy_called_somatic	35.9978322800076	0	0	0	0	0	0	0	10.5543207775007	124.265179036722	0	0	0	0	0	0	0	0	0	0	0	4.18266790576939
4104_fuzzy_called_somatic	61.6198546883702	0	0	0	0	0	0	0	19.9166921478323	128.767998804711	0	0	0	0	0	0	0	0	0	0	0	0.695454359086114
4113_fuzzy_called_somatic	54.8681377532273	0	0	0	0	0	0	0	0	140.69381529318	0	0	0	0	0	0	0	0	0	0	0	10.4380469535931
4114_fuzzy_called_somatic	50.0356312546548	0	0	0	0	0	0	0	11.3963549012465	153.790427715662	0	0	0	0	0	0	0	0	0	0	0	2.77758612843704
4115_fuzzy_called_somatic	37.5493048602508	0	0	0	0	0	0	0	12.3902091404047	147.405157950794	0	0	0	0	0	0	0	0	0	0	0	0.655328048550928
4116_fuzzy_called_somatic	69.6857501602684	0	0	0	0	0	0	0	16.2094774597069	157.050905019444	0	0	0	0	0	0	0	0	0	0	0	34.0538673605807
4117_fuzzy_called_somatic	55.8792019781162	0	0	0	0	0	0	0	14.4982267327638	135.471264995722	0	0	0	0	0	0	0	0	0	0	0	0.151306293397511
4135_fuzzy_called_somatic	152.646893131878	144.889551939922	0	0	0	0	67.2029493137015	0	0	168.352857027998	0	0	0	0	0	0	0	0	0	0	0	139.9077485865
4225_fuzzy_called_somatic	80.9993558847314	0	0	0	0	17.3046402158164	0	0	0	164.435400467702	0	0	0	0	0	0	0	0	0	0	0	19.2606034317502
4255_fuzzy_called_somatic	89.5376313522345	0	0	0	0	0	38.4573536409845	0	24.4833628146724	147.474542904946	0	0	0	0	0	0	0	0	0	0	0	19.0471092871621
4280_fuzzy_called_somatic	19.8436386514655	0	0	0	0	44.2339204828686	0	0	27.4660327330094	128.456407235569	0	0	0	0	0	0	0	0	0	0	0	8.9708797190724e-07
4326_fuzzy_called_somatic	24.896477686033	0	0	0	0	0	0	0	14.0081616287503	131.690946829828	0	0	0	0	0	0	0	0	0	0	0	6.40441385538867
4327_fuzzy_called_somatic	59.4864835972738	0	0	0	0	0	0	0	18.0525681902812	148.579814606262	0	0	0	0	0	0	0	0	0	0	0	0.881133606182743
4389_fuzzy_called_somatic	51.960498370366	0	0	0	0	0	0	0	22.2611465190477	134.946626036387	0	15.8951399473988	0	0	0	0	0	0	0	0	0	9.93658912680078
4395_fuzzy_called_somatic	63.4419567693383	0	0	0	0	0	0	0	20.4178429268109	138.866496748632	0	0	0	0	0	0	0	0	0	0	0	13.2737035552185
4396_fuzzy_called_somatic	65.8801941307202	0	0	0	0	0	0	0	25.6862994052715	150.490057677548	0	0	0	0	0	0	0	0	0	0	0	26.9434487864607
4397_fuzzy_called_somatic	75.8886902633976	0	0	0	0	0	0	0	0	155.145288072766	0	0	0	0	0	0	0	0	0	0	0	26.9660216638368
4398_fuzzy_called_somatic	147.251990617468	0	0	0	0	0	0	0	0	142.224127671448	0	0	0	0	0	0	0	0	0	0	0	17.5238817110845
4422_fuzzy_called_somatic	67.3804550778957	16.6576984452914	32.519610754904	0	0	0	23.0422140410965	0	22.1405490980171	133.670410850343	0	0	0	0	0	0	0	0	0	0	0	24.5890617324521
4432_fuzzy_called_somatic	84.2117395557572	0	0	0	0	0	0	0	31.1989311251603	126.19992418767	0	0	0	0	0	0	0	0	0	0	0	14.3894051314123
4442_fuzzy_called_somatic	39.0987366932122	0	0	0	0	0	0	0	22.6787319309177	156.204447707178	0	0	0	0	0	0	0	0	0	0	0	5.01808366869236
4443_fuzzy_called_somatic	105.046840643394	0	0	125.577152111275	0	0	0	0	173.767420189537	141.117860753936	0	0	0	0	0	0	0	0	0	0	0	21.4907263018578
4474_fuzzy_called_somatic	82.8093390863843	0	0	0	0	0	0	0	29.9278879929229	142.097631754926	0	0	0	0	0	0	0	0	0	0	0	6.16514116576678
4486_fuzzy_called_somatic	66.5360693469236	0	0	0	0	0	0	0	18.6772763169832	127.21475666992	0	0	0	0	0	0	0	0	0	0	0	7.57189766617344
4510_fuzzy_called_somatic	69.5916094852864	0	0	0	0	0	0	0	0	128.008364848514	0	0	0	0	0	0	0	0	0	0	0	14.4000256661999
4512_fuzzy_called_somatic	88.4637919651048	0	0	0	0	0	0	0	18.6557239159308	148.553928459881	0	0	0	0	0	0	0	0	0	0	0	28.3265556590837
4586_fuzzy_called_somatic	124.590464805531	0	0	0	0	0	0	0	22.702561839542	178.409537485344	0	0	0	0	0	0	0	0	0	0	0	55.2974358695828
4617_fuzzy_called_somatic	48.6658218241979	0	0	0	0	0	0	0	11.6729493987723	140.309744400884	0	0	0	0	0	0	0	0	0	0	0	2.35148437614544
4628_fuzzy_called_somatic	178.567898840183	0	0	0	0	0	0	0	0	146.703016028281	0	0	0	0	0	0	0	0	22.0680416242331	0	0	50.661043507302
4630_fuzzy_called_somatic	86.0043145095382	0	0	331.891352750628	156.321300251312	0	0	0	139.699975688446	136.661238408661	0	0	0	0	0	0	0	0	72.2163613537578	0	0	127.205457037657
4639_fuzzy_called_somatic	46.3779306491294	0	0	0	0	0	0	0	15.1419086233832	130.480160498032	0	0	0	0	0	0	0	0	0	0	0	2.29455764610975e-07
4659_fuzzy_called_somatic	52.2090870525287	0	0	0	0	0	0	0	23.2377958100746	133.905568056828	0	0	0	0	0	0	0	0	0	0	0	8.64754908056901
4666_fuzzy_called_somatic	42.4490154247254	0	0	0	0	17.6362209302537	0	0	18.7113415812636	121.457327187062	0	0	0	0	0	0	0	0	0	0	0	6.74609487669568
4721_fuzzy_called_somatic	103.327695798122	0	0	0	0	34.5876834556279	0	0	20.8721826907008	170.362357686155	0	0	0	0	0	0	0	0	0	0	0	9.85008036939468
4737_fuzzy_called_somatic	94.9152723969676	0	0	0	0	20.9319614961142	0	0	13.8004813500061	136.745149207489	0	0	0	0	0	0	0	0	0	0	0	3.60713554942299
4741_fuzzy_called_somatic	63.7799136951351	0	0	0	0	0	0	0	16.3068336185584	149.772976474324	0	0	0	0	0	0	0	0	0	0	0	11.1402762119829
4756_fuzzy_called_somatic	47.7874180745085	0	0	0	0	0	0	0	12.533134960997	139.351126178946	0	0	0	0	0	0	0	0	0	0	0	0.328320785548328
4781_fuzzy_called_somatic	47.6886619298871	0	0	0	0	0	0	0	18.3745491004581	125.481865251149	0	0	0	0	0	0	0	0	0	0	0	0.454923718506222
4807_fuzzy_called_somatic	51.5346975993148	0	0	0	0	0	0	0	14.4934108167244	121.340687972016	0	0	0	0	0	0	0	0	0	0	0	1.63120361194453
4856_fuzzy_called_somatic	35.9286953512747	0	0	0	0	0	0	0	20.8338674448628	133.095403471621	0	0	0	0	0	0	0	0	0	0	0	1.14203373224183
4870_fuzzy_called_somatic	74.4187603219697	0	0	0	0	0	0	0	11.442129293942	134.394777055203	0	0	0	0	0	0	0	0	0	0	0	1.7443333288856
4878_fuzzy_called_somatic	59.6855179913449	0	0	0	0	0	0	0	17.3619565830401	130.957805314221	0	0	0	0	0	0	0	0	0	0	0	0.994720111393519
4885_fuzzy_called_somatic	41.9403812867412	0	0	0	0	0	0	0	16.6098800923909	132.905256586564	0	0	0	0	0	0	0	0	0	0	0	2.54448203430405
4899_fuzzy_called_somatic	60.096672156424	0	0	0	0	0	0	0	14.6056990779003	146.156443560783	0	0	0	0	0	0	0	0	0	0	0	1.14118520489257
4918_fuzzy_called_somatic	41.0240724540037	0	0	0	0	0	0	0	17.0753326459339	145.231422307192	0	0	0	0	0	0	0	0	0	0	0	7.66917259287061
4968_fuzzy_called_somatic	44.0459982910087	0	0	0	0	0	0	0	14.2041958703259	138.952157414847	0	0	0	0	0	0	0	0	0	0	0	1.79764842381832
4977_fuzzy_called_somatic	42.8628192325434	0	0	0	0	0	0	0	23.4845832622913	115.575148226158	0	0	0	0	0	0	0	0	0	0	0	1.07744927900734
5010_fuzzy_called_somatic	33.9374650930254	0	0	0	0	0	0	0	10.1444385262944	140.872194697102	0	0	0	0	0	0	0	0	0	0	0	6.04590168357848
5066_fuzzy_called_somatic	96.6336814585334	19.6858620199911	0	0	0	0	0	0	17.3121451969468	157.118626536701	0	0	0	0	0	0	0	0	0	0	0	7.24968478782716
5094_fuzzy_called_somatic	33.281882158924	0	0	0	0	0	0	0	19.6816683797983	133.810327519798	0	0	0	0	0	0	0	0	0	0	0	4.22612194147945
5147_fuzzy_called_somatic	88.6387248959744	0	18.2161913470155	0	0	0	0	0	15.5854005537601	151.001895889416	0	0	0	0	0	0	0	0	0	0	0	9.55778731383441
5149_fuzzy_called_somatic	86.5662174661864	0	0	0	0	0	0	0	22.3100649260014	149.874838013613	0	0	0	0	0	0	0	0	0	0	0	23.2488795941996
5153_fuzzy_called_somatic	58.6337478597319	0	0	0	0	0	0	0	14.9320293584007	129.600727231538	0	0	0	0	0	0	0	0	0	0	0	8.83349555032899
5168_fuzzy_called_somatic	33.5149983430558	0	0	0	0	0	0	0	18.7375989603508	144.747401975762	0	0	0	0	0	0	0	0	0	0	0	7.20831508260744e-07
5240_fuzzy_called_somatic	61.8969148220155	0	0	0	0	0	0	0	29.2949831121113	140.217827027724	0	0	0	0	0	0	0	0	0	0	0	14.5902750381495
5249_fuzzy_called_somatic	74.1340737029633	0	0	0	0	0	0	0	15.9536264062674	134.666634327381	0	0	0	0	0	0	0	0	0	0	0	3.24566556338794
5250_fuzzy_called_somatic	71.1354135331703	0	0	0	0	0	0	0	20.4396034528254	131.0196715605	0	0	0	0	0	0	0	0	0	0	0	4.40531145350417
5260_fuzzy_called_somatic	102.229789454427	0	0	0	0	0	0	0	13.740626584863	121.491384624518	0	0	0	0	12.5382004947631	0	0	0	0	0	0	-1.15857079663328e-06
5261_fuzzy_called_somatic	71.5426241577633	0	0	0	0	0	0	0	15.1860109037865	151.271365134574	0	0	0	0	0	0	0	0	0	0	0	-1.96123494333733e-07
5262_fuzzy_called_somatic	30.7873504660113	0	0	0	0	0	0	0	11.642485744818	144.884377043517	0	0	0	0	0	0	0	0	11.0085640040688	0	0	14.6772227415851
5278_fuzzy_called_somatic	29.6306427220024	0	0	0	0	0	0	0	26.7033012050928	137.151991269389	0	0	0	0	0	0	0	0	0	0	0	2.51406480351613
5318_fuzzy_called_somatic	33.5193598877797	0	0	0	0	0	0	0	17.5504208108888	147.540424618981	0	0	0	0	16.8750715244871	0	0	0	0	0	0	1.51472315786336
5319_fuzzy_called_somatic	31.1813847655486	0	0	0	0	0	0	0	16.5781787612554	133.989211629105	0	0	0	0	0	0	0	0	0	0	0	7.25122484409059
5365_fuzzy_called_somatic	62.5870013683513	0	0	0	0	63.4347272610752	0	0	27.2985099072079	132.849201532798	0	0	0	0	0	0	0	0	0	0	0	15.8305599305681
5374_fuzzy_called_somatic	100.215173836283	0	0	0	0	0	0	0	17.7597298958509	152.189022811057	0	0	0	0	0	0	0	0	0	0	0	22.8360734568091
5395_fuzzy_called_somatic	75.9119658128402	0	0	0	0	0	0	0	0	159.204570763992	0	0	0	0	0	0	0	0	0	0	0	13.8834634231678
5411_fuzzy_called_somatic	46.8400484938758	0	0	0	0	0	0	0	20.2449237709055	145.364357034464	0	0	0	0	0	0	0	0	0	0	0	9.55067070075432
5415_fuzzy_called_somatic	72.9513060991435	22.8377449474207	23.5969642337243	0	0	0	0	0	26.7053703634782	134.239713202237	0	0	0	0	0	0	0	0	0	0	20.163009734493	8.50589141950348
5429_fuzzy_called_somatic	38.1888237625362	0	0	0	0	0	0	0	20.9422575651732	146.691023091788	0	0	0	0	0	0	0	0	0	0	0	11.1778955805028
5431_fuzzy_called_somatic	85.0269811132775	0	0	0	0	0	0	0	25.0662706306665	163.808493357319	0	0	0	0	0	0	0	21.7950593703457	22.9291025880642	0	0	18.374092940327
5432_fuzzy_called_somatic	171.627244399286	22.7227205974394	0	0	0	0	0	0	0	173.647130060855	0	0	0	0	0	0	0	0	0	0	0	44.0029049424199
5442_fuzzy_called_somatic	91.0992279839977	0	0	0	0	0	0	0	18.0966482072994	166.280052485672	0	0	0	0	0	0	0	0	0	0	0	4.52407132303074
5443_fuzzy_called_somatic	40.8605508916839	0	0	0	0	0	0	0	20.5600879071729	168.778038080969	0	0	0	0	0	0	0	0	0	0	0	2.8013231201742
5453_fuzzy_called_somatic	55.249347181195	0	0	0	0	0	0	0	12.2333910331063	130.517261786492	0	0	0	0	0	0	0	0	0	0	0	-7.93136223364854e-10
5454_fuzzy_called_somatic	32.7914767321068	0	0	0	0	0	0	0	22.837838271602	126.370684458792	0	0	0	0	0	0	0	0	0	0	0	5.3749943162984e-07
5477_fuzzy_called_somatic	100.781222787559	0	0	0	32.305761501083	0	0	0	0	167.374216912351	0	0	0	0	0	0	0	0	22.307506711181	0	0	33.231292087826
5485_fuzzy_called_somatic	130.703298379145	0	0	0	0	0	0	0	22.2612587998384	136.225516907599	0	0	0	0	0	0	0	0	0	0	0	11.8099259134177
5492_fuzzy_called_somatic	99.911628002034	0	0	0	0	0	0	0	17.4199638194761	141.51083810703	0	0	0	0	0	0	0	0	0	0	0	13.1575700714603
5503_fuzzy_called_somatic	45.3494897906171	0	0	0	0	0	0	0	24.7706347387262	134.282503649445	0	0	0	0	0	0	0	0	0	0	0	8.59737182121205
5506_fuzzy_called_somatic	39.7772839654649	0	0	0	0	0	0	0	15.6646483077989	130.558067324807	0	0	0	0	0	0	0	0	0	0	0	4.01929469262541e-07
5556_fuzzy_called_somatic	53.5880064042417	0	0	0	0	0	0	0	19.3349670875077	158.077026162691	0	0	0	0	0	0	0	0	0	0	0	3.45559385550587e-07
5566_fuzzy_called_somatic	45.8870995493068	0	0	0	0	0	0	0	16.9651000952615	133.79093571465	0	0	0	0	0	0	0	0	0	0	0	2.3568646407814
5579_fuzzy_called_somatic	198.511300584329	0	41.9332240397413	0	0	0	0	0	0	145.158050183535	0	0	0	0	0	0	0	0	0	0	0	83.3974251923945
5585_fuzzy_called_somatic	56.4616181172659	0	0	0	0	0	0	0	17.9788527536241	142.986252500209	0	0	0	0	0	0	0	0	0	0	0	3.57327662890111
5625_fuzzy_called_somatic	64.6890411055007	0	0	0	0	0	0	0	23.2764133256997	140.112514148544	0	0	0	0	0	0	0	0	0	0	0	2.92203142025539
5629_fuzzy_called_somatic	86.4015238100305	0	0	0	0	35.0392504678842	0	0	36.7524976958707	170.142680323788	0	0	0	0	0	0	0	0	0	0	0	25.6640477024263
5633_fuzzy_called_somatic	85.5752955973374	0	0	0	0	0	0	0	17.8381083552027	119.586596956965	0	0	0	0	0	0	0	0	0	0	0	-9.09504905166614e-07
5635_fuzzy_called_somatic	86.1538251143751	0	0	0	0	0	0	0	17.2931191149958	130.388682249186	0	0	0	0	0	0	0	0	0	0	0	5.16437352144303
5645_fuzzy_called_somatic	126.604740132248	0	0	0	0	0	0	0	0	147.335800833373	0	0	0	0	0	0	0	0	0	0	0	11.0594590343792
5647_fuzzy_called_somatic	93.818328814846	103.329778988431	96.4726406349463	0	0	0	69.6019784115973	0	0	159.710753041374	0	0	0	0	0	0	0	0	45.8756633322213	0	0	44.1908567765843
5651_fuzzy_called_somatic	50.3363589945982	0	0	0	0	0	62.3482903003975	0	0	147.855003690577	0	0	0	0	0	0	0	0	0	0	135.194922525758	26.2654244886691
5656_fuzzy_called_somatic	103.995996711484	0	0	0	0	0	0	0	19.2254572488939	139.114694293664	0	0	0	0	0	0	0	0	0	0	0	9.6638517459586
5659_fuzzy_called_somatic	67.0007390345228	0	0	0	0	0	0	0	12.2675315168333	134.557455529135	0	0	0	0	0	0	0	0	0	0	0	1.17427391950883
5670_fuzzy_called_somatic	100.822185426574	26.1226149047461	0	53.7023450744956	0	32.7710800884192	0	24.6566465518834	0	149.352735393613	0	0	0	0	0	23.5665377493911	0	0	0	0	0	38.0058548108777
5681_fuzzy_called_somatic	0	766.948955257047	594.059741184878	0	0	0	0	0	0	112.991301127047	0	0	0	0	0	0	0	0	0	0	0	2.43102840613574e-06
5682_fuzzy_called_somatic	28.7716581052911	0	0	0	0	0	0	0	15.8310695156408	144.230766541003	0	0	0	0	0	0	0	0	0	0	0	5.16650583806501
5693_fuzzy_called_somatic	55.9208653944257	0	0	0	0	0	0	0	10.6426345288973	126.446243945906	0	0	0	0	0	0	0	0	0	0	0	4.99025613077083
5695_fuzzy_called_somatic	46.1721997866131	0	0	0	0	0	0	0	16.1932300804102	107.517093887519	0	0	0	0	0	0	0	0	0	0	0	3.11747624545816
